Record_ID,Timestamp,Building_ID,Total_Operational_Cost,Budget,Savings_Opportunity,Cost_Reduction_Percent,ROI_Generated_Percent,Facility_Health_Score,Resource_Utilization_Percent,Optimization_Count,Optimization_Decision,Priority,Recommendation,Recommended_Action
696,2026-06-23 18:00:00,BLDG_B,7169.9,8036.18,568.93,16.43,25.37,96.01,77.38,10,Energy Cost Optimization Required,HIGH,Optimize energy consumption | Prioritize multiple optimization opportunities,Review HVAC and lighting usage | Create a structured optimization plan
697,2026-06-24 00:00:00,BLDG_C,6850.35,7876.86,930.38,14.35,13.48,85.99,91.15,13,Maintenance Cost Optimization Required,MEDIUM,Optimize maintenance expenditure | Implement identified savings opportunities | Review low-return investments | Monitor high resource utilization | Optimize vendor utilization | Prioritize multiple optimization opportunities,Review preventive maintenance schedules | Prioritize high-value cost-saving activities | Evaluate investment effectiveness | Balance resource allocation | Review vendor resource allocation | Create a structured optimization plan
698,2026-06-24 06:00:00,BLDG_A,10670.42,12668.66,1401.69,7.18,22.11,96.37,45.25,4,Maintenance Cost Optimization Required,HIGH,Optimize energy consumption | Optimize maintenance expenditure | Implement identified savings opportunities | Increase cost reduction initiatives | Improve resource utilization,Review HVAC and lighting usage | Review preventive maintenance schedules | Prioritize high-value cost-saving activities | Identify additional cost-saving opportunities | Reallocate underutilized resources
699,2026-06-24 12:00:00,BLDG_A,10374.54,11602.05,1566.39,14.66,23.55,92.83,84.29,8,Security Cost Optimization Required,MEDIUM,Optimize maintenance expenditure | Review security operating costs | Implement identified savings opportunities | Optimize vendor utilization,Review preventive maintenance schedules | Optimize security resource allocation | Prioritize high-value cost-saving activities | Review vendor resource allocation
700,2026-06-24 18:00:00,BLDG_B,10246.5,10271.22,763.12,13.72,63.76,72.94,77.07,3,Security Cost Optimization Required,HIGH,Optimize energy consumption | Review security operating costs,Review HVAC and lighting usage | Optimize security resource allocation
701,2026-06-25 00:00:00,BLDG_C,11496.39,11575.24,1224.6,12.89,46.43,64.28,47.33,2,Energy Cost Optimization Required,HIGH,Optimize energy consumption | Implement identified savings opportunities | Improve facility health | Improve resource utilization,Review HVAC and lighting usage | Prioritize high-value cost-saving activities | Prioritize facility maintenance activities | Reallocate underutilized resources
702,2026-06-25 06:00:00,BLDG_C,7199.93,8211.29,937.08,13.24,61.11,78.96,84.51,1,Energy Cost Optimization Required,HIGH,Optimize energy consumption | Implement identified savings opportunities,Review HVAC and lighting usage | Prioritize high-value cost-saving activities
703,2026-06-25 12:00:00,BLDG_A,6677.74,7050.47,226.63,6.95,55.59,61.02,56.23,14,Security Cost Optimization Required,HIGH,Optimize energy consumption | Review security operating costs | Increase cost reduction initiatives | Improve facility health | Prioritize multiple optimization opportunities,Review HVAC and lighting usage | Optimize security resource allocation | Identify additional cost-saving opportunities | Prioritize facility maintenance activities | Create a structured optimization plan
704,2026-06-25 18:00:00,BLDG_A,11578.29,12919.94,1001.65,12.34,40.98,65.7,58.29,13,Energy Cost Optimization Required,HIGH,Optimize energy consumption | Improve facility health | Prioritize multiple optimization opportunities,Review HVAC and lighting usage | Prioritize facility maintenance activities | Create a structured optimization plan
705,2026-06-26 00:00:00,BLDG_B,7251.73,7545.1,974.51,14.9,46.5,68.87,49.68,6,Administrative Cost Optimization Required,HIGH,Optimize maintenance expenditure | Reduce administrative overhead | Implement identified savings opportunities | Improve facility health | Improve resource utilization,Review preventive maintenance schedules | Review administrative resource usage | Prioritize high-value cost-saving activities | Prioritize facility maintenance activities | Reallocate underutilized resources
706,2026-06-26 06:00:00,BLDG_B,8265.99,8712.76,561.17,12.81,43.62,85.29,71.72,2,Security Cost Optimization Required,HIGH,Optimize energy consumption | Review security operating costs,Review HVAC and lighting usage | Optimize security resource allocation
707,2026-06-26 12:00:00,BLDG_C,7347.74,8089.33,1275.98,12.8,45.98,79.38,69.91,8,Administrative Cost Optimization Required,MEDIUM,Review security operating costs | Reduce administrative overhead | Implement identified savings opportunities | Optimize vendor utilization,Optimize security resource allocation | Review administrative resource usage | Prioritize high-value cost-saving activities | Review vendor resource allocation
708,2026-06-26 18:00:00,BLDG_C,10142.73,12121.72,350.17,5.4,23.09,71.49,62.36,15,Security Cost Optimization Required,MEDIUM,Optimize maintenance expenditure | Review security operating costs | Increase cost reduction initiatives | Prioritize multiple optimization opportunities,Review preventive maintenance schedules | Optimize security resource allocation | Identify additional cost-saving opportunities | Create a structured optimization plan
709,2026-06-27 00:00:00,BLDG_A,7776.89,8735.42,1350.95,7.43,31.26,81.46,53.44,11,Administrative Cost Optimization Required,MEDIUM,Review security operating costs | Reduce administrative overhead | Implement identified savings opportunities | Increase cost reduction initiatives | Optimize vendor utilization | Prioritize multiple optimization opportunities,Optimize security resource allocation | Review administrative resource usage | Prioritize high-value cost-saving activities | Identify additional cost-saving opportunities | Review vendor resource allocation | Create a structured optimization plan
710,2026-06-27 06:00:00,BLDG_C,11018.53,13081.53,688.82,9.78,41.78,64.76,86.9,10,Administrative Cost Optimization Required,HIGH,Optimize energy consumption | Reduce administrative overhead | Increase cost reduction initiatives | Improve facility health | Monitor high resource utilization | Prioritize multiple optimization opportunities,Review HVAC and lighting usage | Review administrative resource usage | Identify additional cost-saving opportunities | Prioritize facility maintenance activities | Balance resource allocation | Create a structured optimization plan
711,2026-06-27 12:00:00,BLDG_B,11555.01,13772.14,431.27,11.55,10.05,88.72,88.82,13,Administrative Cost Optimization Required,MEDIUM,Optimize energy consumption | Reduce administrative overhead | Review low-return investments | Monitor high resource utilization | Prioritize multiple optimization opportunities,Review HVAC and lighting usage | Review administrative resource usage | Evaluate investment effectiveness | Balance resource allocation | Create a structured optimization plan
712,2026-06-27 18:00:00,BLDG_B,6719.06,6998.72,496.34,14.69,35.52,87.06,72.03,4,Administrative Cost Optimization Required,MEDIUM,Reduce administrative overhead,Review administrative resource usage
713,2026-06-28 00:00:00,BLDG_A,5888.71,6255.22,871.19,19.54,57.0,68.23,57.21,9,Security Cost Optimization Required,HIGH,Review security operating costs | Implement identified savings opportunities | Improve facility health,Optimize security resource allocation | Prioritize high-value cost-saving activities | Prioritize facility maintenance activities
714,2026-06-28 06:00:00,BLDG_B,10836.92,12505.79,1548.23,6.86,36.06,83.04,49.81,4,Administrative Cost Optimization Required,HIGH,Optimize energy consumption | Reduce administrative overhead | Implement identified savings opportunities | Increase cost reduction initiatives | Improve resource utilization,Review HVAC and lighting usage | Review administrative resource usage | Prioritize high-value cost-saving activities | Identify additional cost-saving opportunities | Reallocate underutilized resources
715,2026-06-28 12:00:00,BLDG_B,9257.39,10862.18,567.72,4.27,39.48,79.13,88.43,4,Maintenance Cost Optimization Required,MEDIUM,Optimize maintenance expenditure | Increase cost reduction initiatives | Monitor high resource utilization,Review preventive maintenance schedules | Identify additional cost-saving opportunities | Balance resource allocation
716,2026-06-28 18:00:00,BLDG_B,6095.08,6728.03,362.77,12.09,19.51,62.31,49.8,13,Security Cost Optimization Required,HIGH,Optimize maintenance expenditure | Review security operating costs | Review low-return investments | Improve facility health | Improve resource utilization | Prioritize multiple optimization opportunities,Review preventive maintenance schedules | Optimize security resource allocation | Evaluate investment effectiveness | Prioritize facility maintenance activities | Reallocate underutilized resources | Create a structured optimization plan
717,2026-06-29 00:00:00,BLDG_B,9393.77,11259.8,1187.25,11.78,53.28,70.57,45.66,12,Maintenance Cost Optimization Required,HIGH,Optimize energy consumption | Optimize maintenance expenditure | Implement identified savings opportunities | Improve resource utilization | Prioritize multiple optimization opportunities,Review HVAC and lighting usage | Review preventive maintenance schedules | Prioritize high-value cost-saving activities | Reallocate underutilized resources | Create a structured optimization plan
718,2026-06-29 06:00:00,BLDG_A,11125.26,11151.01,1098.2,13.93,28.46,97.98,68.47,8,Administrative Cost Optimization Required,MEDIUM,Optimize maintenance expenditure | Reduce administrative overhead | Optimize vendor utilization,Review preventive maintenance schedules | Review administrative resource usage | Review vendor resource allocation
719,2026-06-29 12:00:00,BLDG_A,12746.88,13510.65,1897.29,19.0,62.53,63.78,81.56,12,Energy Cost Optimization Required,HIGH,Optimize energy consumption | Implement identified savings opportunities | Improve facility health | Prioritize multiple optimization opportunities,Review HVAC and lighting usage | Prioritize high-value cost-saving activities | Prioritize facility maintenance activities | Create a structured optimization plan
